"Местное время в Бодайбо";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"05.12.2018 17:00";"-31.0";"760.0";"";"";"85";"Штиль, безветрие";"0";"";"";"";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"05.12.2018 14:00";"-31.0";"759.0";"";"";"81";"Ветер, дующий с запада";"1";"";"";"";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"05.12.2018 11:00";"-33.0";"759.0";"";"";"80";"Ветер, дующий с запада";"1";"";"";"";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"05.12.2018 08:00";"-36.0";"759.0";"";"";"79";"Штиль, безветрие";"0";"";"";"";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"05.12.2018 05:00";"-36.0";"758.0";"";"";"79";"Штиль, безветрие";"0";"";"";"";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"05.12.2018 02:00";"-35.0";"758.0";"";"";"80";"Штиль, безветрие";"0";"";"";"";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"04.12.2018 23:00";"-36.0";"757.0";"";"";"80";"Штиль, безветрие";"0";"";"";"";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"04.12.2018 20:00";"-36.0";"757.0";"";"";"79";"Штиль, безветрие";"0";"";"";"";"Дымка. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"04.12.2018 17:00";"-36.0";"756.0";"";"";"79";"Штиль, безветрие";"0";"";"";"";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"04.12.2018 14:00";"-34.0";"755.0";"";"";"84";"Штиль, безветрие";"0";"";"";"";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"04.12.2018 11:00";"-36.0";"755.0";"";"";"83";"Ветер, дующий с северо-востока";"1";"";"";"";"Туман или ледяной туман, неба не видно, начался или усилился в течение последнего часа. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"04.12.2018 08:00";"-38.0";"754.0";"";"";"79";"Штиль, безветрие";"0";"";"";"";"Дымка. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"04.12.2018 05:00";"-36.0";"754.0";"";"";"86";"Штиль, безветрие";"0";"";"";"";"Снег с перерывами слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"04.12.2018 02:00";"-35.0";"754.0";"";"";"85";"Штиль, безветрие";"0";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"03.12.2018 23:00";"-36.0";"754.0";"";"";"85";"Штиль, безветрие";"0";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"03.12.2018 20:00";"-34.0";"753.0";"";"";"85";"Штиль, безветрие";"0";"";"";"";"Облака в целом рассеиваются или становятся менее развитыми. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"03.12.2018 17:00";"-32.0";"752.0";"";"";"85";"Штиль, безветрие";"0";"";"";"";"Облака в целом рассеиваются или становятся менее развитыми. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"03.12.2018 14:00";"-27.0";"751.0";"";"";"84";"Штиль, безветрие";"0";"";"";"";"Снег с перерывами слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"03.12.2018 11:00";"-29.0";"751.0";"";"";"85";"Ветер, дующий с северо-востока";"1";"";"";"";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"03.12.2018 08:00";"-30.0";"750.0";"";"";"85";"Ветер, дующий с востока";"2";"";"";"";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"03.12.2018 05:00";"-32.0";"749.0";"";"";"85";"Штиль, безветрие";"0";"";"";"";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"03.12.2018 02:00";"-32.0";"749.0";"";"";"84";"Штиль, безветрие";"0";"";"";"";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"02.12.2018 23:00";"-33.0";"748.0";"";"";"85";"Штиль, безветрие";"0";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"02.12.2018 20:00";"-29.0";"748.0";"";"";"84";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"02.12.2018 17:00";"-27.0";"746.0";"";"";"85";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"02.12.2018 14:00";"-25.0";"745.0";"";"";"85";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"02.12.2018 11:00";"-26.0";"745.0";"";"";"84";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"02.12.2018 08:00";"-24.0";"744.0";"";"";"84";"Ветер, дующий с юга";"1";"";"";"";"Снег неливневый. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"02.12.2018 05:00";"-27.0";"742.0";"";"";"85";"Штиль, безветрие";"0";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"02.12.2018 02:00";"-22.0";"740.0";"";"";"84";"Штиль, безветрие";"0";"";"";"";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"01.12.2018 23:00";"-22.0";"737.0";"";"";"85";"Ветер, дующий с запада";"1";"";"";"";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"01.12.2018 20:00";"-20.0";"733.0";"";"";"85";"Штиль, безветрие";"0";"";"";"";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"01.12.2018 17:00";"-21.0";"730.0";"";"";"85";"Штиль, безветрие";"0";"";"";"";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"01.12.2018 14:00";"-22.0";"728.0";"";"";"85";"Штиль, безветрие";"0";"";"";"";"Снег непрерывный умеренный в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"01.12.2018 11:00";"-24.0";"727.0";"";"";"85";"Ветер, дующий с востока";"1";"";"";"";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"01.12.2018 08:00";"-25.0";"727.0";"";"";"85";"Ветер, дующий с северо-запада";"1";"";"";"";"Снег непрерывный умеренный в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"01.12.2018 05:00";"-26.0";"727.0";"";"";"84";"Штиль, безветрие";"0";"";"";"";"Снег непрерывный умеренный в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"01.12.2018 02:00";"-29.0";"731.0";"";"";"84";"Штиль, безветрие";"0";"";"";"";"Снег непрерывный умеренный в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"30.11.2018 23:00";"-29.0";"734.0";"";"";"84";"Ветер, дующий с юго-востока";"1";"";"";"";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"30.11.2018 20:00";"-30.0";"739.0";"";"";"85";"Ветер, дующий с востока";"1";"";"";"";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"30.11.2018 17:00";"-32.0";"743.0";"";"";"85";"Штиль, безветрие";"0";"";"";"";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"30.11.2018 14:00";"-29.0";"745.0";"";"";"84";"Штиль, безветрие";"0";"";"";"";"Облака в целом рассеиваются или становятся менее развитыми. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"30.11.2018 11:00";"-30.0";"747.0";"";"";"83";"Ветер, дующий с востока";"1";"";"";"";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"30.11.2018 08:00";"-33.0";"748.0";"";"";"84";"Штиль, безветрие";"0";"";"";"";"Снег с перерывами слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"30.11.2018 05:00";"-33.0";"748.0";"";"";"85";"Штиль, безветрие";"0";"";"";"";"Облака в целом рассеиваются или становятся менее развитыми. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"30.11.2018 02:00";"-32.0";"747.0";"";"";"84";"Штиль, безветрие";"0";"";"";"";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"29.11.2018 23:00";"-32.0";"745.0";"";"";"85";"Ветер, дующий с востока";"1";"";"";"";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"29.11.2018 20:00";"-33.0";"745.0";"";"";"84";"Ветер, дующий с востока";"1";"";"";"";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"29.11.2018 17:00";"-33.0";"744.0";"";"";"85";"Штиль, безветрие";"0";"";"";"";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"29.11.2018 14:00";"-33.0";"744.0";"";"";"84";"Ветер, дующий с востока";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"29.11.2018 11:00";"-37.0";"745.0";"";"";"80";"Ветер, дующий с востока";"1";"";"";"";"Дымка. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"29.11.2018 08:00";"-38.0";"747.0";"";"";"78";"Ветер, дующий с востока";"1";"";"";"";"Дымка. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"29.11.2018 05:00";"-37.0";"748.0";"";"";"79";"Ветер, дующий с востока";"1";"";"";"";"Дымка. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"29.11.2018 02:00";"-36.0";"749.0";"";"";"83";"Ветер, дующий с северо-востока";"1";"";"";"";"Дымка. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"28.11.2018 23:00";"-35.0";"749.0";"";"";"84";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"28.11.2018 20:00";"-33.0";"750.0";"";"";"85";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"28.11.2018 17:00";"-31.0";"750.0";"";"";"80";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"28.11.2018 14:00";"-26.0";"750.0";"";"";"79";"Ветер, дующий с востока";"1";"";"";"";"Облака в целом рассеиваются или становятся менее развитыми. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"28.11.2018 11:00";"-28.0";"750.0";"";"";"80";"Штиль, безветрие";"0";"";"";"";"Снег с перерывами слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"28.11.2018 08:00";"-28.0";"750.0";"";"";"84";"Ветер, дующий с юго-востока";"1";"";"";"";"Снег с перерывами слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"28.11.2018 05:00";"-27.0";"749.0";"";"";"85";"Ветер, дующий с юго-востока";"1";"";"";"";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"28.11.2018 02:00";"-26.0";"749.0";"";"";"85";"Ветер, дующий с востока";"1";"";"";"";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"27.11.2018 23:00";"-24.0";"748.0";"";"";"85";"Ветер, дующий с юго-востока";"1";"";"";"";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"27.11.2018 20:00";"-22.0";"748.0";"";"";"85";"Ветер, дующий с юго-востока";"1";"";"";"";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"27.11.2018 17:00";"-21.0";"747.0";"";"";"90";"Ветер, дующий с востока";"1";"";"";"";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"27.11.2018 14:00";"-19.0";"746.0";"";"";"85";"Ветер, дующий с востока";"1";"";"";"";"Снег неливневый. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"27.11.2018 11:00";"-19.0";"745.0";"";"";"90";"Штиль, безветрие";"0";"";"";"";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"27.11.2018 08:00";"-19.0";"744.0";"";"";"90";"Штиль, безветрие";"0";"";"";"";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"27.11.2018 05:00";"-20.0";"743.0";"";"";"90";"Штиль, безветрие";"0";"";"";"";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"27.11.2018 02:00";"-18.0";"742.0";"";"";"90";"Штиль, безветрие";"0";"";"";"";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26.11.2018 23:00";"-16.0";"741.0";"";"";"90";"Штиль, безветрие";"0";"";"";"";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26.11.2018 20:00";"-15.0";"739.0";"";"";"85";"Ветер, дующий с запада";"1";"";"";"";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26.11.2018 17:00";"-14.0";"737.0";"";"";"80";"Ветер, дующий с запада";"2";"";"";"";"Снег непрерывный умеренный в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26.11.2018 14:00";"-15.0";"735.0";"";"";"90";"Штиль, безветрие";"0";"";"";"";"Снег непрерывный умеренный в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26.11.2018 11:00";"-16.0";"733.0";"";"";"90";"Штиль, безветрие";"0";"";"";"";"Снег непрерывный умеренный в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26.11.2018 08:00";"-17.0";"732.0";"";"";"90";"Ветер, дующий с юго-востока";"1";"";"";"";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26.11.2018 05:00";"-18.0";"731.0";"";"";"90";"Штиль, безветрие";"0";"";"";"";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26.11.2018 02:00";"-20.0";"730.0";"";"";"90";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25.11.2018 23:00";"-19.0";"730.0";"";"";"90";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25.11.2018 20:00";"-19.0";"730.0";"";"";"90";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25.11.2018 17:00";"-20.0";"730.0";"";"";"90";"Штиль, безветрие";"0";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25.11.2018 14:00";"-13.0";"732.0";"";"";"80";"Ветер, дующий с востока";"1";"";"";"";"Облака в целом рассеиваются или становятся менее развитыми. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25.11.2018 11:00";"-14.0";"732.0";"";"";"85";"Штиль, безветрие";"0";"";"";"";"Снег неливневый. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25.11.2018 08:00";"-16.0";"733.0";"";"";"90";"Штиль, безветрие";"0";"";"";"";"Снег неливневый. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25.11.2018 05:00";"-14.0";"734.0";"";"";"95";"Штиль, безветрие";"0";"";"";"";"Облака в целом рассеиваются или становятся менее развитыми. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25.11.2018 02:00";"-11.0";"735.0";"";"";"95";"Штиль, безветрие";"0";"";"";"";"Снег непрерывный умеренный в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24.11.2018 23:00";"-11.0";"736.0";"";"";"95";"Штиль, безветрие";"0";"";"";"";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24.11.2018 20:00";"-11.0";"738.0";"";"";"90";"Штиль, безветрие";"0";"";"";"";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24.11.2018 17:00";"-11.0";"738.0";"";"";"90";"Штиль, безветрие";"0";"";"";"";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24.11.2018 14:00";"-11.0";"739.0";"";"";"90";"Штиль, безветрие";"0";"";"";"";"Снег непрерывный умеренный в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24.11.2018 11:00";"-12.0";"739.0";"";"";"90";"Штиль, безветрие";"0";"";"";"";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24.11.2018 08:00";"-13.0";"739.0";"";"";"90";"Ветер, дующий с востока";"1";"";"";"";"Снег непрерывный умеренный в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24.11.2018 05:00";"-14.0";"738.0";"";"";"90";"Штиль, безветрие";"0";"";"";"";"Снег непрерывный умеренный в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24.11.2018 02:00";"-14.0";"738.0";"";"";"90";"Ветер, дующий с востока";"1";"";"";"";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23.11.2018 23:00";"-15.0";"738.0";"";"";"90";"Штиль, безветрие";"0";"";"";"";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23.11.2018 20:00";"-15.0";"738.0";"";"";"90";"Ветер, дующий с востока";"1";"";"";"";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23.11.2018 17:00";"-15.0";"737.0";"";"";"85";"Штиль, безветрие";"0";"";"";"";"Облака в целом рассеиваются или становятся менее развитыми. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23.11.2018 14:00";"-15.0";"737.0";"";"";"85";"Ветер, дующий с востока";"1";"";"";"";"Снег с перерывами слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23.11.2018 11:00";"-17.0";"738.0";"";"";"85";"Ветер, дующий с востока";"1";"";"";"";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23.11.2018 08:00";"-18.0";"738.0";"";"";"85";"Ветер, дующий с юго-востока";"1";"";"";"";"Снег неливневый. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23.11.2018 05:00";"-18.0";"739.0";"";"";"85";"Ветер, дующий с юго-востока";"1";"";"";"";"Снег непрерывный умеренный в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23.11.2018 02:00";"-19.0";"739.0";"";"";"85";"Ветер, дующий с юго-востока";"1";"";"";"";"Снег непрерывный умеренный в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22.11.2018 23:00";"-19.0";"740.0";"";"";"85";"Ветер, дующий с юго-востока";"1";"";"";"";"Снег непрерывный умеренный в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22.11.2018 20:00";"-20.0";"741.0";"";"";"85";"Ветер, дующий с юго-востока";"1";"";"";"";"Снег непрерывный умеренный в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22.11.2018 17:00";"-20.0";"741.0";"";"";"85";"Ветер, дующий с юго-востока";"1";"";"";"";"Снег непрерывный умеренный в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22.11.2018 14:00";"-21.0";"742.0";"";"";"85";"Ветер, дующий с востока";"1";"";"";"";"Снег непрерывный умеренный в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22.11.2018 11:00";"-23.0";"743.0";"";"";"79";"Ветер, дующий с востока";"1";"";"";"";"Снег непрерывный умеренный в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22.11.2018 08:00";"-25.0";"744.0";"";"";"79";"Ветер, дующий с юга";"1";"";"";"";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22.11.2018 02:00";"-26.0";"746.0";"";"";"79";"Ветер, дующий с юго-востока";"1";"";"";"";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21.11.2018 23:00";"-27.0";"748.0";"";"";"79";"Ветер, дующий с востока";"1";"";"";"";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21.11.2018 20:00";"-28.0";"749.0";"";"";"79";"Штиль, безветрие";"0";"";"";"";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21.11.2018 17:00";"-28.0";"750.0";"";"";"79";"Ветер, дующий с востока";"1";"";"";"";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21.11.2018 14:00";"-27.0";"750.0";"";"";"75";"Ветер, дующий с юго-востока";"1";"";"";"";"Облака в целом рассеиваются или становятся менее развитыми. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21.11.2018 11:00";"-32.0";"751.0";"";"";"79";"Ветер, дующий с востока";"1";"";"";"";"Облака в целом рассеиваются или становятся менее развитыми. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21.11.2018 08:00";"-33.0";"751.0";"";"";"79";"Ветер, дующий с востока";"1";"";"";"";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21.11.2018 05:00";"-33.0";"750.0";"";"";"80";"Ветер, дующий с востока";"1";"";"";"";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21.11.2018 02:00";"-34.0";"749.0";"";"";"80";"Штиль, безветрие";"0";"";"";"";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20.11.2018 23:00";"-33.0";"749.0";"";"";"79";"Штиль, безветрие";"0";"";"";"";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20.11.2018 20:00";"-31.0";"748.0";"";"";"79";"Штиль, безветрие";"0";"";"";"";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20.11.2018 17:00";"-29.0";"746.0";"";"";"79";"Штиль, безветрие";"0";"";"";"";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20.11.2018 14:00";"-26.0";"745.0";"";"";"75";"Ветер, дующий с востока";"1";"";"";"";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20.11.2018 11:00";"-28.0";"745.0";"";"";"80";"Ветер, дующий с юго-востока";"1";"";"";"";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20.11.2018 08:00";"-30.0";"745.0";"";"";"79";"Штиль, безветрие";"0";"";"";"";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20.11.2018 05:00";"-29.0";"745.0";"";"";"79";"Ветер, дующий с юга";"1";"";"";"";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20.11.2018 02:00";"-29.0";"745.0";"";"";"80";"Ветер, дующий с востока";"1";"";"";"";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19.11.2018 23:00";"-30.0";"747.0";"";"";"79";"Штиль, безветрие";"0";"";"";"";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19.11.2018 20:00";"-32.0";"748.0";"";"";"80";"Ветер, дующий с северо-востока";"1";"";"";"";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19.11.2018 17:00";"-32.0";"748.0";"";"";"78";"Штиль, безветрие";"0";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19.11.2018 14:00";"-28.0";"748.0";"";"";"75";"Ветер, дующий с востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19.11.2018 11:00";"-33.0";"749.0";"";"";"80";"Ветер, дующий с востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19.11.2018 08:00";"-36.0";"748.0";"";"";"81";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
